CIK,trustName,prospectusDate,formType,dateFiled,accessionNumber,loanID,propertyID,assetNumber,propertyName,propertyAddress,propertyCity,propertyState,propertyZip,propertyCounty,propertyTypeCode,netRentableSquareFeetNumber,netRentableSquareFeetSecuritizationNumber,unitsBedsRoomsNumber,unitsBedsRoomsSecuritizationNumber,yearBuiltNumber,yearLastRenovated,valuationSecuritizationAmount,valuationSourceSecuritizationCode,valuationSecuritizationDate,mostRecentValuationAmount,mostRecentValuationDate,mostRecentValuationSourceCode,physicalOccupancySecuritizationPercentage,mostRecentPhysicalOccupancyPercentage,propertyStatusCode,defeasanceOptionStartDate,DefeasedStatusCode,largestTenant,squareFeetLargestTenantNumber,leaseExpirationLargestTenantDate,secondLargestTenant,squareFeetSecondLargestTenantNumber,leaseExpirationSecondLargestTenantDate,thirdLargestTenant,squareFeetThirdLargestTenantNumber,leaseExpirationThirdLargestTenantDate,financialsSecuritizationDate,mostRecentFinancialsStartDate,mostRecentFinancialsEndDate,revenueSecuritizationAmount,mostRecentRevenueAmount,operatingExpensesSecuritizationAmount,operatingExpensesAmount,netOperatingIncomeSecuritizationAmount,mostRecentNetOperatingIncomeAmount,netCashFlowFlowSecuritizationAmount,mostRecentNetCashFlowAmount,netOperatingIncomeNetCashFlowSecuritizationCode,netOperatingIncomeNetCashFlowCode,mostRecentDebtServiceAmount,debtServiceCoverageNetOperatingIncomeSecuritizationPercentage,mostRecentDebtServiceCoverageNetOperatingIncomePercentage,debtServiceCoverageNetCashFlowSecuritizationPercentage,mostRecentDebtServiceCoverageNetCashFlowpercentage,debtServiceCoverageSecuritizationCode,mostRecentDebtServiceCoverageCode,mostRecentAnnualLeaseRolloverReviewDate
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2021-03-30,0001056404-21-003557,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.256,6,,X,,,,,,,,,,2016-11-30,2020-01-01,2020-12-31,30134132.0,10135221.0,22711532.0,12450642.0,7422598.0,-2315421.0,7422598.0,-2720829.8,UW,CREFC,2441333.2,3.06,-0.9484,3.06,-1.1145,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2021-05-03,0001056404-21-005565,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.256,6,,X,,,,,,,,,,2016-11-30,2020-01-01,2020-12-31,30134132.0,10135221.0,22711532.0,12450642.0,7422598.0,-2315421.0,7422598.0,-2720829.8,UW,CREFC,2441333.2,3.06,-0.9484,3.06,-1.1145,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2021-05-27,0001056404-21-006259,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,,6,,X,,,,,,,,,,2016-11-30,,,30134132.0,,22711532.0,,7422598.0,,7422598.0,,UW,CREFC,,3.06,,3.06,,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2021-06-29,0001056404-21-007426,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.177,6,,X,,,,,,,,,,2016-11-30,2020-04-01,2021-03-31,30134132.0,4908370.0,22711532.0,9484117.0,7422598.0,-4575747.0,7422598.0,-4772081.5,UW,CREFC,2443507.5,3.06,-1.8726,3.06,-1.953,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2021-07-28,0001056404-21-008879,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.177,6,,X,,,,,,,,,,2016-11-30,2020-04-01,2021-03-31,30134132.0,4908370.0,22711532.0,9484117.0,7422598.0,-4575747.0,7422598.0,-4772081.5,UW,CREFC,2443507.5,3.06,-1.8726,3.06,-1.953,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2021-08-27,0001056404-21-009994,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.177,6,,X,,,,,,,,,,2016-11-30,2020-04-01,2021-03-31,30134132.0,4908370.0,22711532.0,9484117.0,7422598.0,-4575747.0,7422598.0,-4772081.5,UW,CREFC,2443507.5,3.06,-1.8726,3.06,-1.953,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2021-10-01,0001056404-21-011822,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.3453,6,,X,,,,,,,,,,2016-11-30,2020-07-01,2021-06-30,30134132.0,12538822.0,22711532.0,12227620.0,7422598.0,311201.72,7422598.0,-190351.17,UW,CREFC,2444812.2,3.06,0.1273,3.06,-0.0779,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2021-12-01,0001888524-21-001760,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.4002,6,,X,,,,,,,,,,2016-11-30,2020-07-01,2021-06-30,30134132.0,12538822.0,22711532.0,12227620.0,7422598.0,311201.72,7422598.0,-190351.17,UW,CREFC,2444812.2,3.06,0.1273,3.06,-0.0779,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2021-12-29,0001888524-21-003182,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.4002,6,,X,,,,,,,,,,2016-11-30,2020-07-01,2021-06-30,30134132.0,12538822.0,22711532.0,12227620.0,7422598.0,311201.72,7422598.0,-190351.17,UW,CREFC,2444812.2,3.06,0.1273,3.06,-0.0779,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE/A,2021-12-30,0001888524-21-003307,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.3453,6,,X,,,,,,,,,,2016-11-30,2020-07-01,2021-06-30,30134132.0,12538822.0,22711532.0,12227620.0,7422598.0,311201.72,7422598.0,-190351.17,UW,CREFC,2444812.2,3.06,0.1273,3.06,-0.0779,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2022-02-01,0001888524-22-000919,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.4002,6,,X,,,,,,,,,,2016-11-30,2020-10-01,2021-09-30,30134132.0,22315064.0,22711532.0,14580427.0,7422598.0,7734637.5,7422598.0,6842035.0,UW,CREFC,2446136.0,3.06,3.162,3.06,2.7971,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2022-03-02,0001888524-22-002286,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.6852,6,,X,,,,,,,,,,2016-11-30,2020-10-01,2021-09-30,30134132.0,22315064.0,22711532.0,14580427.0,7422598.0,7734637.5,7422598.0,6842035.0,UW,CREFC,2446136.0,3.06,3.162,3.06,2.7971,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2022-03-30,0001888524-22-003713,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.6852,6,,X,,,,,,,,,,2016-11-30,2020-10-01,2021-09-30,30134132.0,22315064.0,22711532.0,14580427.0,7422598.0,7734637.5,7422598.0,6842035.0,UW,CREFC,2446136.0,3.06,3.162,3.06,2.7971,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2022-04-28,0001888524-22-005059,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.6852,6,,X,,,,,,,,,,2016-11-30,2021-01-01,2021-12-31,30134132.0,30536900.0,22711532.0,19722770.0,7422598.0,10814130.0,7422598.0,9592654.0,UW,CREFC,2447464.5,3.06,4.4185,3.06,3.9194,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2022-05-31,0001888524-22-006899,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.7566,6,,X,,,,,,,,,,2016-11-30,2021-04-01,2022-03-31,30134132.0,36729060.0,22711532.0,21575212.0,7422598.0,15153847.0,7422598.0,13684684.0,UW,CREFC,2448797.2,3.06,6.1883,3.06,5.5883,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2022-06-30,0001888524-22-008102,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.7566,6,,X,,,,,,,,,,2016-11-30,2021-04-01,2022-03-31,30134132.0,36729060.0,22711532.0,21575212.0,7422598.0,15153847.0,7422598.0,13684684.0,UW,CREFC,2448797.2,3.06,6.1883,3.06,5.5883,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2022-07-28,0001888524-22-009397,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.7566,6,,X,,,,,,,,,,2016-11-30,2021-04-01,2022-03-31,30134132.0,36729060.0,22711532.0,21575212.0,7422598.0,15153847.0,7422598.0,13684684.0,UW,CREFC,2448797.2,3.06,6.1883,3.06,5.5883,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2022-08-31,0001888524-22-010733,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.7665,6,,X,,,,,,,,,,2016-11-30,2021-04-01,2022-03-31,30134132.0,36729060.0,22711532.0,21575212.0,7422598.0,15153847.0,7422598.0,13684684.0,UW,CREFC,2448797.2,3.06,6.1883,3.06,5.5883,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2022-09-28,0001888524-22-011859,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.7665,6,,X,,,,,,,,,,2016-11-30,2021-07-01,2022-06-30,30134132.0,39787836.0,22711532.0,25001930.0,7422598.0,14785905.0,7422598.0,13194278.0,UW,CREFC,2450179.0,3.06,6.0346,3.06,5.385,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2022-10-28,0001888524-22-013554,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.7665,6,,X,,,,,,,,,,2016-11-30,2021-07-01,2022-06-30,30134132.0,39787836.0,22711532.0,25001930.0,7422598.0,14785905.0,7422598.0,13194278.0,UW,CREFC,2450179.0,3.06,6.0346,3.06,5.385,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2022-12-01,0001888524-22-014634,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.7654,6,,X,,,,,,,,,,2016-11-30,2021-07-01,2022-06-30,30134132.0,39787836.0,22711532.0,25001930.0,7422598.0,14785905.0,7422598.0,13194278.0,UW,CREFC,2450179.0,3.06,6.0346,3.06,5.385,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2022-12-29,0001888524-22-016026,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.7654,6,,X,,,,,,,,,,2016-11-30,2021-10-01,2022-09-30,30134132.0,40685460.0,22711532.0,26712272.0,7422598.0,13973188.0,7422598.0,12345770.0,UW,CREFC,2451581.0,3.06,5.6997,3.06,5.0358,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2023-01-30,0001888524-23-000665,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.7654,6,,X,,,,,,,,,,2016-11-30,2021-10-01,2022-09-30,30134132.0,40685460.0,22711532.0,26712272.0,7422598.0,13973188.0,7422598.0,12345770.0,UW,CREFC,2451581.0,3.06,5.6997,3.06,5.0358,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2023-03-01,0001888524-23-002053,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.7654,6,,X,,,,,,,,,,2016-11-30,2021-10-01,2022-09-30,30134132.0,40685460.0,22711532.0,26712272.0,7422598.0,13973188.0,7422598.0,12345770.0,UW,CREFC,2451581.0,3.06,5.6997,3.06,5.0358,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2023-03-30,0001888524-23-004720,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.775,6,,X,,,,,,,,,,2016-11-30,2021-10-01,2022-09-30,30134132.0,40685460.0,22711532.0,26712272.0,7422598.0,13973188.0,7422598.0,12345770.0,UW,CREFC,2451581.0,3.06,5.6997,3.06,5.0358,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2023-04-27,0001888524-23-005858,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.775,6,,X,,,,,,,,,,2016-11-30,2021-10-01,2022-09-30,30134132.0,40685460.0,22711532.0,26712272.0,7422598.0,13973188.0,7422598.0,12345770.0,UW,CREFC,2451581.0,3.06,5.6997,3.06,5.0358,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2023-05-26,0001888524-23-007184,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,,6,,X,,,,,,,,,,2016-11-30,,,30134132.0,,22711532.0,,7422598.0,,7422598.0,,UW,CREFC,,3.06,,3.06,,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2023-06-29,0001888524-23-008770,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.795,6,,X,,,,,,,,,,2016-11-30,2022-04-01,2023-03-31,30134132.0,45776696.0,22711532.0,30483210.0,7422598.0,15293487.0,7422598.0,13462419.0,UW,CREFC,2454399.5,3.06,6.2311,3.06,5.485,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2023-07-28,0001888524-23-010653,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.795,6,,X,,,,,,,,,,2016-11-30,2022-04-01,2023-03-31,30134132.0,45776696.0,22711532.0,30483210.0,7422598.0,15293487.0,7422598.0,13462419.0,UW,CREFC,2454399.5,3.06,6.2311,3.06,5.485,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2023-08-29,0001888524-23-011710,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.795,6,,X,,,,,,,,,,2016-11-30,2022-04-01,2023-03-31,30134132.0,45776696.0,22711532.0,30483210.0,7422598.0,15293487.0,7422598.0,13462419.0,UW,CREFC,2454399.5,3.06,6.2311,3.06,5.485,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2023-09-27,0001888524-23-013388,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.7992,6,,X,,,,,,,,,,2016-11-30,2022-07-01,2023-06-30,30134132.0,45975828.0,22711532.0,31099826.0,7422598.0,14876003.0,7422598.0,13036970.0,UW,CREFC,2456305.0,3.06,6.0563,3.06,5.3076,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2023-10-30,0001888524-23-014939,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.7992,6,,X,,,,,,,,,,2016-11-30,2022-07-01,2023-06-30,30134132.0,45975828.0,22711532.0,31099826.0,7422598.0,14876003.0,7422598.0,13036970.0,UW,CREFC,2456305.0,3.06,6.0563,3.06,5.3076,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2023-11-30,0001888524-23-016272,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.7992,6,,X,,,,,,,,,,2016-11-30,2022-07-01,2023-06-30,30134132.0,45975828.0,22711532.0,31099826.0,7422598.0,14876003.0,7422598.0,13036970.0,UW,CREFC,2456305.0,3.06,6.0563,3.06,5.3076,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2023-12-28,0001888524-23-017936,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.811,6,,X,,,,,,,,,,2016-11-30,2022-10-01,2023-09-30,30134132.0,46886536.0,22711532.0,31007416.0,7422598.0,15879119.0,7422598.0,14003658.0,UW,CREFC,2457348.0,3.06,6.4619,3.06,5.6987,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2024-01-30,0001888524-24-000849,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.811,6,,X,,,,,,,,,,2016-11-30,2022-10-01,2023-09-30,30134132.0,46886536.0,22711532.0,31007416.0,7422598.0,15879119.0,7422598.0,14003658.0,UW,CREFC,2457348.0,3.06,6.4619,3.06,5.6987,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2024-02-28,0001888524-24-002167,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.7992,6,,X,,,,,,,,,,2016-11-30,2023-01-01,2023-12-31,30134132.0,47207240.0,22711532.0,32542946.0,7422598.0,14664295.0,7422598.0,12776006.0,UW,CREFC,2458838.2,3.06,5.9639,3.06,5.196,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2024-03-27,0001888524-24-004613,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.7992,6,,X,,,,,,,,,,2016-11-30,2023-01-01,2023-12-31,30134132.0,47207240.0,22711532.0,32542946.0,7422598.0,14664295.0,7422598.0,12776006.0,UW,CREFC,2458838.2,3.06,5.9639,3.06,5.196,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2024-04-29,0001888524-24-006137,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.7992,6,,X,,,,,,,,,,2016-11-30,2023-01-01,2023-12-31,30134132.0,47207240.0,22711532.0,32542946.0,7422598.0,14664295.0,7422598.0,12776006.0,UW,CREFC,2458838.2,3.06,5.9639,3.06,5.196,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2024-05-30,0001888524-24-008220,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,,6,,X,,,,,,,,,,2016-11-30,,,30134132.0,,22711532.0,,7422598.0,,7422598.0,,UW,CREFC,,3.06,,3.06,,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2024-06-28,0001888524-24-009472,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.7937,6,,X,,,,,,,,,,2016-11-30,2023-04-01,2024-03-31,30134132.0,47550360.0,22711532.0,32734842.0,7422598.0,14815516.0,7422598.0,12913502.0,UW,CREFC,2458838.2,3.06,6.0254,3.06,5.2519,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2024-07-29,0001888524-24-010577,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.7937,6,,X,,,,,,,,,,2016-11-30,2023-04-01,2024-03-31,30134132.0,47550360.0,22711532.0,32734842.0,7422598.0,14815516.0,7422598.0,12913502.0,UW,CREFC,2458838.2,3.06,6.0254,3.06,5.2519,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2024-08-28,0001888524-24-012542,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.7937,6,,X,,,,,,,,,,2016-11-30,2023-04-01,2024-03-31,30134132.0,47550360.0,22711532.0,32734842.0,7422598.0,14815516.0,7422598.0,12913502.0,UW,CREFC,2458838.2,3.06,6.0254,3.06,5.2519,F,F,
0001695154,JPMCC Commercial Mortgage Securities Trust 2017-JP5,2017-03-29,ABS-EE,2024-09-30,0001888524-24-014266,0001695154-10,0001695154-10,10,Courtyard Marriott- King Kamehameha,75-5660 Palani Road,Kailua-Kona,HI,96740,Hawaii,LO,,,452,452,1975,2011,133000000.0,MAI,2016-10-03,133000000.0,2016-10-03,MAI,0.851,0.767,6,,X,,,,,,,,,,2016-11-30,2023-07-01,2024-06-30,30134132.0,46555176.0,22711532.0,34615444.0,7422598.0,11939732.0,7422598.0,10077525.0,UW,CREFC,3690422.0,3.06,3.2353,3.06,2.7307,F,F,
